"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A 4 negatív teszteset összevonva, dinamikus Allure megnevezésekkel.","0","test_login_invalid_cases[test11@test.hu-1234_Abcd-Login eng tc04-Login with wrong email-tag2]","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestLogin","test_login","",""
"","0","Nyelv egységesítése a regisztráció oldalán","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestLanguageEnglish","test_language_english","",""
"","0","Registration eng tc07","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestRegistration","test_registration","",""
"TC05 - Negatív eset: Mentési kísérlet negatív összegű árral.","0","TC05 - Negatív eset: Mentési kísérlet negatív összegű árral.","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestPropertyEdit","test_property_edit","",""
"","0","Registration eng tc12","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestRegistration","test_registration","",""
"","0","Registration eng tc09","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestRegistration","test_registration","",""
"","0","Registration eng tc08","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestRegistration","test_registration","",""
"","0","Registration eng tc10","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestRegistration","test_registration","",""
"","0","404-es oldal megjelenítése","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestErrorPage","test_404_page","",""
"A 4 negatív teszteset összevonva, dinamikus Allure megnevezésekkel.","0","test_login_invalid_cases[test1@test.hu--Login eng tc03-Login without password-tag1]","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestLogin","test_login","",""
"","0","Üres keresés","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestUresKerese","test_ures_kereses","",""
"","0","Nyelv egységesítése az eladó oldalon","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestLanguageEnglish","test_language_english","",""
"","0","Registration eng tc06","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestRegistration","test_registration","",""
"","0","Üres keresés","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestUresKerese","test_ures_kereses","",""
"","0","Registration eng tc05","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestRegistration","test_registration","",""
"A 4 negatív teszteset összevonva, dinamikus Allure megnevezésekkel.","0","test_login_invalid_cases[test1@test.hu-1234_Abc-Login eng tc05-Login with wrong password-tag3]","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestLogin","test_login","",""
"","0","test_login_valid[test1@test.hu-1234_Abcd-Login eng tc01-Login valid - happy path-tag0]","sprint2.POM.tests","2026-06-30","broken","2026-06-30","TestLogin","test_login","",""
